Epoch,Phase,Iteration,Accuracy,Loss
25,Training,300,0.08333333333333333,0.0040797960893593724
25,Val,300,0.0,0.003879576578299342
50,Training,600,0.08333333333333333,0.0036284921385488916
50,Val,600,0.0,0.0032454894178544323
75,Training,900,0.08333333333333333,0.0034858212196788884
75,Val,900,0.0,0.0030712178399049266
100,Training,1200,0.08333333333333333,0.003428525793303111
100,Val,1200,0.0,0.0030050094110359786
125,Training,1500,0.08333333333333333,0.0033857778433869588
125,Val,1500,0.0,0.0029776049018234497
150,Training,1800,0.08333333333333333,0.003385821980710888
150,Val,1800,0.0,0.002945150326201461
175,Training,2100,0.08333333333333333,0.0033690074366919654
175,Val,2100,0.0,0.0029279429856934503
200,Training,2400,0.08333333333333333,0.0033221968795051743
200,Val,2400,0.0,0.002955398443972395
225,Training,2700,0.08333333333333333,0.003301026227407334
225,Val,2700,0.0,0.002906510631807997
250,Training,3000,0.08333333333333333,0.0032736385103242505
250,Val,3000,0.0,0.0029050530090376447
275,Training,3300,0.08333333333333333,0.0032681043404384803
275,Val,3300,0.0,0.0028712644315392727
300,Training,3600,0.08333333333333333,0.0032217715227013705
300,Val,3600,0.0,0.0028832020673590273
325,Training,3900,0.08333333333333333,0.003247234094222992
325,Val,3900,0.0,0.0029241433584077255
350,Training,4200,0.08333333333333333,0.0031979637243719637
350,Val,4200,0.0,0.0028685395628129727
375,Training,4500,0.08333333333333333,0.0032012211680333123
375,Val,4500,0.0,0.002813263713249138
400,Training,4800,0.08333333333333333,0.0031661049214577706
400,Val,4800,0.0,0.0028019168816020017
425,Training,5100,0.08333333333333333,0.003137423294346991
425,Val,5100,0.0,0.0027819315334840604
450,Training,5400,0.08333333333333333,0.003090688673258853
450,Val,5400,0.0,0.002750168333558945
475,Training,5700,0.08333333333333333,0.003052979514598294
475,Val,5700,0.0,0.002753948349063024
500,Training,6000,0.08333333333333333,0.0030199148675125504
500,Val,6000,0.0,0.002698646571759866
525,Training,6300,0.08333333333333333,0.0029444932740992284
525,Val,6300,0.0,0.0026202592390429068
550,Training,6600,0.08333333333333333,0.0028581400874766404
550,Val,6600,0.0,0.0025487227718425528
575,Training,6900,0.08333333333333333,0.0027874707391318536
575,Val,6900,0.0,0.0024031813785808953
600,Training,7200,0.08333333333333333,0.0026225008455958306
600,Val,7200,0.0,0.00227965494453124
625,Training,7500,0.08333333333333333,0.002433191367609477
625,Val,7500,0.0,0.0020738832941443685
650,Training,7800,0.08333333333333333,0.0022829614172029888
650,Val,7800,0.0,0.0018623781040644973
675,Training,8100,0.08333333333333333,0.0020506771736177472
675,Val,8100,0.0,0.0016901489491666693
700,Training,8400,0.08333333333333333,0.0019161761037544023
700,Val,8400,0.0,0.0015667272149770199
725,Training,8700,0.08333333333333333,0.0017502563961096257
725,Val,8700,0.0,0.001371311670100736
750,Training,9000,0.08333333333333333,0.0016000472494682716
750,Val,9000,0.0,0.0013196133418931421
775,Training,9300,0.08333333333333333,0.0014919940401183788
775,Val,9300,0.0,0.0011280476202950214
800,Training,9600,0.08333333333333333,0.0013071152620775632
800,Val,9600,0.0,0.0010305950844682618
825,Training,9900,0.08333333333333333,0.0012391396173011585
825,Val,9900,0.0,0.0009572709189023483
850,Training,10200,0.08333333333333333,0.001092523814328771
850,Val,10200,0.0,0.0008684361403819632
875,Training,10500,0.08333333333333333,0.0010632802116994982
875,Val,10500,0.0,0.0008371284643621363
900,Training,10800,0.08333333333333333,0.0009556286519631099
900,Val,10800,0.0,0.00081361338120924
925,Training,11100,0.08333333333333333,0.00087145853954082
925,Val,11100,0.0,0.0006952610581833387
950,Training,11400,0.08333333333333333,0.0007816480434660413
950,Val,11400,0.0,0.0006964057498909959
975,Training,11700,0.08333333333333333,0.0007269950822138218
975,Val,11700,0.0,0.0005990970816334771
1000,Training,12000,0.08333333333333333,0.0006812426153368845
1000,Val,12000,0.0,0.0006490273214552978
1025,Training,12300,0.08333333333333333,0.0006543761093746886
1025,Val,12300,0.0,0.0005337309708441424
1050,Training,12600,0.08333333333333333,0.0006321883548964012
1050,Val,12600,0.0,0.0005108011941201157
1075,Training,12900,0.08333333333333333,0.0006098460048291743
1075,Val,12900,0.0,0.0004937513695618942
1100,Training,13200,0.08333333333333333,0.0006305190797208724
