Epoch,Phase,Iteration,Accuracy,Loss
1124,Val,2248,1.0,0.007629491849991595
1128,Training,2256,1.0,0.007677894154546579
1128,Val,2256,1.0,0.007572208618616042
1132,Training,2264,1.0,0.007872534897584665
1132,Val,2264,1.0,0.007496753734580598
1136,Training,2272,1.0,0.007487614682707519
1136,Val,2272,1.0,0.007464094016635071
1140,Training,2280,1.0,0.007476987869606257
1140,Val,2280,1.0,0.007448941778439078
1144,Training,2288,1.0,0.0075065161148581295
1144,Val,2288,1.0,0.007406869717684581
1148,Training,2296,1.0,0.007452469564512594
1148,Val,2296,1.0,0.007357099287763338
1152,Training,2304,1.0,0.0073215453005251495
1152,Val,2304,1.0,0.007299542800730294
1156,Training,2312,1.0,0.007377894777858256
1156,Val,2312,1.0,0.007283709091757408
1160,Training,2320,1.0,0.007291095545153197
1160,Val,2320,1.0,0.007264807926356661
1164,Training,2328,1.0,0.007314978460896028
1164,Val,2328,1.0,0.007220141574667355
1168,Training,2336,1.0,0.007187965465363558
1168,Val,2336,1.0,0.007166089484445406
1172,Training,2344,1.0,0.007185299294997419
1172,Val,2344,1.0,0.007132591970689026
1176,Training,2352,1.0,0.007143118128066741
1176,Val,2352,1.0,0.007091941939272589
1180,Training,2360,1.0,0.0071349206720520055
1180,Val,2360,1.0,0.0070498653337839785
1184,Training,2368,1.0,0.007101379213484414
1184,Val,2368,1.0,0.0070463864091461735
1188,Training,2376,1.0,0.007053868017030116
1188,Val,2376,1.0,0.007026638502136753
1192,Training,2384,1.0,0.007025530551247392
1192,Val,2384,1.0,0.006943037251694424
1196,Training,2392,1.0,0.007012743328569354
1196,Val,2392,1.0,0.006927221173680512
1200,Training,2400,1.0,0.006939451273583437
1200,Val,2400,1.0,0.006914560240523539
1204,Training,2408,1.0,0.006972641499644109
1204,Val,2408,1.0,0.006882856503858312
1208,Training,2416,1.0,0.006921990697783766
1208,Val,2416,1.0,0.006836551419247099
1212,Training,2424,1.0,0.0068383623743759865
1212,Val,2424,1.0,0.006815210128458843
1216,Training,2432,1.0,0.007021436396806816
1216,Val,2432,1.0,0.0067221321875960225
1220,Training,2440,1.0,0.006770641301691477
1220,Val,2440,1.0,0.00669696231090148
1224,Training,2448,1.0,0.006916495781403745
1224,Val,2448,1.0,0.006633127014243621
1228,Training,2456,1.0,0.006669466501292588
1228,Val,2456,1.0,0.006652037198994905
1232,Training,2464,1.0,0.006725578203250015
1232,Val,2464,1.0,0.006644366959976267
1236,Training,2472,1.0,0.006632944301204805
1236,Val,2472,1.0,0.006612760705736265
1240,Training,2480,1.0,0.0068692612212109035
1240,Val,2480,1.0,0.00656945323549727
1244,Training,2488,1.0,0.006569372560179125
1244,Val,2488,1.0,0.006549103571808613
1248,Training,2496,1.0,0.006571349506543748
1248,Val,2496,1.0,0.006524972780969843
1252,Training,2504,1.0,0.0065629840203978804
1252,Val,2504,1.0,0.00651353013514484
1256,Training,2512,1.0,0.0065335961788754076
1256,Val,2512,1.0,0.006457592233967633
1260,Training,2520,1.0,0.006515245792318017
1260,Val,2520,1.0,0.006437778868844947
1264,Training,2528,1.0,0.006441726978568675
1264,Val,2528,1.0,0.006420627234139158
1268,Training,2536,1.0,0.006449020415261849
1268,Val,2536,1.0,0.006400630725196586
1272,Training,2544,1.0,0.006604611497093477
1272,Val,2544,1.0,0.006327209078017774
1276,Training,2552,1.0,0.006327783156039482
1276,Val,2552,1.0,0.0063099059312780315
1280,Training,2560,1.0,0.0065258772109839085
1280,Val,2560,1.0,0.006258123024816802
1284,Training,2568,1.0,0.006331926366711076
1284,Val,2568,1.0,0.006259425034778357
1288,Training,2576,1.0,0.006250096830786534
1288,Val,2576,1.0,0.006231991246829752
1292,Training,2584,1.0,0.006272357586277904
1292,Val,2584,1.0,0.006227352360912087
1296,Training,2592,1.0,0.006260827517447014
1296,Val,2592,1.0,0.006213667205721538
1300,Training,2600,1.0,0.006233000703094297
1300,Val,2600,1.0,0.0061605855266946685
1304,Training,2608,1.0,0.006178022076005258
1304,Val,2608,1.0,0.006136188941774926
1308,Training,2616,1.0,0.006152546566267742
1308,Val,2616,1.0,0.006110856946374305
1312,Training,2624,1.0,0.006116174373564466
1312,Val,2624,1.0,0.006076338228703368
1316,Training,2632,1.0,0.006085520162575601
1316,Val,2632,1.0,0.006065912144446293
1320,Training,2640,1.0,0.006106156706365586
1320,Val,2640,1.0,0.006035672664997972
1324,Training,2648,1.0,0.006064884479056967
1324,Val,2648,1.0,0.006022038434883907
1328,Training,2656,1.0,0.006206032364665754
1328,Val,2656,1.0,0.005956378646100878
1332,Training,2664,1.0,0.005993621430654829
